Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Stock,% change
2018-09-06 00:00:00-04:00,18.558042488208997,18.627645956961963,18.418835550703065,18.505840301513672,5424300,0.0,0.0,HST,-0.28
2018-09-07 00:00:00-04:00,18.48843477232885,18.66244423397695,18.41013068053493,18.627641677856445,7920100,0.0,0.0,HST,0.75
2018-09-10 00:00:00-04:00,18.732050751536953,18.766851653874102,18.51453971862793,18.51453971862793,5367800,0.0,0.0,HST,-1.16
2018-09-11 00:00:00-04:00,18.401433731719088,18.645046694985005,18.384032450169194,18.52324104309082,6628300,0.0,0.0,HST,0.66
2018-09-12 00:00:00-04:00,18.523240400471362,18.688547591027802,18.462335917159656,18.566741943359375,4802200,0.0,0.0,HST,0.23
2018-09-13 00:00:00-04:00,18.67114326353446,18.766848633644955,18.618941088691113,18.67984390258789,5840700,0.0,0.0,HST,0.05
2018-09-14 00:00:00-04:00,18.671146040824453,18.77555206551853,18.444936029695977,18.7668514251709,6092300,0.0,0.0,HST,0.51
2018-09-17 00:00:00-04:00,18.78425301849206,18.810354939969358,18.566741984613714,18.61894416809082,5923300,0.0,0.0,HST,-0.88
2018-09-18 00:00:00-04:00,18.601539276800878,18.792950011529204,18.549337103455503,18.69724464416504,7508100,0.0,0.0,HST,0.51
2018-09-19 00:00:00-04:00,18.714649682763696,18.73205096386826,18.323129155298503,18.392732620239258,9164800,0.0,0.0,HST,-1.72
2018-09-20 00:00:00-04:00,18.418832141584357,18.505836876291365,18.21872241339234,18.46233367919922,11704800,0.0,0.0,HST,0.24
2018-09-21 00:00:00-04:00,18.436232785668334,18.592840970853526,18.366629332194606,18.375329971313477,10060400,0.0,0.0,HST,-0.33
2018-09-24 00:00:00-04:00,18.375328034491815,18.40142828962014,18.06211169713549,18.175216674804688,6722500,0.0,0.0,HST,-1.09
2018-09-25 00:00:00-04:00,18.314424865237093,18.636341863613243,18.227421796006347,18.41883087158203,8583600,0.0,0.0,HST,0.57
2018-09-26 00:00:00-04:00,18.392728701507224,18.5232366225081,18.2883243560791,18.2883243560791,6855000,0.0,0.0,HST,-0.57
2018-09-27 00:00:00-04:00,18.42887216575987,18.666041089944365,18.34981585769837,18.60455322265625,5602200,0.2,0.0,HST,0.95
2018-09-28 00:00:00-04:00,18.595768643077967,18.68360916982945,18.420087589575004,18.53428077697754,7220300,0.0,0.0,HST,-0.33
2018-10-01 00:00:00-04:00,18.534277164780903,18.560628144877644,18.367380364021937,18.42008399963379,5389900,0.0,0.0,HST,-0.62
2018-10-02 00:00:00-04:00,18.376165225917028,18.428868863374152,18.191699981689453,18.191699981689453,4876400,0.0,0.0,HST,-1.0
2018-10-03 00:00:00-04:00,18.20926902010231,18.376165832211214,18.086293303505478,18.261974334716797,5471400,0.0,0.0,HST,0.29
2018-10-04 00:00:00-04:00,18.253190398929735,18.253190398929735,17.708580534056324,17.79642105102539,6433100,0.0,0.0,HST,-2.5
2018-10-05 00:00:00-04:00,17.726150150176704,17.796422233336806,17.60317442350118,17.6558780670166,5707400,0.0,0.0,HST,-0.4
2018-10-08 00:00:00-04:00,17.717362877357267,17.99845116156148,17.63830658799754,17.963315963745117,4698600,0.0,0.0,HST,1.39
2018-10-09 00:00:00-04:00,17.94574979409319,17.963318232929836,17.66466147438099,17.699796676635742,4324000,0.0,0.0,HST,-1.37
2018-10-10 00:00:00-04:00,17.67344801668262,17.761286871573745,17.366006998307395,17.383575439453125,7993700,0.0,0.0,HST,-1.64
2018-10-11 00:00:00-04:00,17.401136526794886,17.401136526794886,16.795040583818906,16.900447845458984,8607600,0.0,0.0,HST,-2.88
2018-10-12 00:00:00-04:00,17.032211387599162,17.16397300583809,16.724772079491185,16.847747802734375,6142900,0.0,0.0,HST,-1.08
2018-10-15 00:00:00-04:00,16.80382670484854,17.023427168021996,16.786259941112778,16.847747802734375,6661000,0.0,0.0,HST,0.26
2018-10-16 00:00:00-04:00,16.92680242442003,17.13761864710395,16.83017769407466,17.067346572875977,4960300,0.0,0.0,HST,0.83
2018-10-17 00:00:00-04:00,17.076128348110863,17.12004775993689,16.83017528579786,16.979503631591797,3645700,0.0,0.0,HST,-0.57
2018-10-18 00:00:00-04:00,16.953151596066977,16.979504249372305,16.689631764686585,16.75111961364746,3727700,0.0,0.0,HST,-1.19
2018-10-19 00:00:00-04:00,16.759906918282994,16.900451077627288,16.689634838610846,16.777475357055664,8657000,0.0,0.0,HST,0.1
2018-10-22 00:00:00-04:00,16.821392772282266,16.821392772282266,16.505169289182835,16.575441360473633,4365700,0.0,0.0,HST,-1.46
2018-10-23 00:00:00-04:00,16.355843748621762,16.470035255878326,16.074753739569793,16.434898376464844,7571700,0.0,0.0,HST,0.48
2018-10-24 00:00:00-04:00,16.461249489590315,16.487602146674753,16.092320667500523,16.11867332458496,9249800,0.0,0.0,HST,-2.08
2018-10-25 00:00:00-04:00,16.18894692224498,16.593010982988254,16.136243278543386,16.434898376464844,9151900,0.0,0.0,HST,1.52
2018-10-26 00:00:00-04:00,16.294351130398734,16.390975855107378,15.907855582400774,16.18894386291504,8467800,0.0,0.0,HST,-0.65
2018-10-29 00:00:00-04:00,16.347062388140955,16.628150770941325,16.268006071050987,16.408550262451172,5122700,0.0,0.0,HST,0.38
2018-10-30 00:00:00-04:00,16.4700345916841,16.751122913981874,16.364625633113157,16.66328239440918,8290000,0.0,0.0,HST,1.17
2018-10-31 00:00:00-04:00,16.733557186671337,17.058566659132808,16.48760570251341,16.78626251220703,9905400,0.0,0.0,HST,0.31
2018-11-01 00:00:00-04:00,16.79504009142067,17.058559913213184,16.5930064409337,16.979503631591797,8605000,0.0,0.0,HST,1.1
2018-11-02 00:00:00-04:00,17.322087506552368,17.471415919342427,16.33827816675108,16.408550262451172,7605700,0.0,0.0,HST,-5.27
2018-11-05 00:00:00-05:00,16.452465653038878,17.11126701669902,16.452465653038878,16.90923500061035,7139800,0.0,0.0,HST,2.78
2018-11-06 00:00:00-05:00,16.786260561570778,16.865316865268806,16.083538048190373,16.25043487548828,9857500,0.0,0.0,HST,-3.19
2018-11-07 00:00:00-05:00,16.206513000287522,16.68963329389069,16.206513000287522,16.680849075317383,7432700,0.0,0.0,HST,2.93
2018-11-08 00:00:00-05:00,16.67206413126407,16.812608271484464,16.46124792093347,16.70720100402832,6591700,0.0,0.0,HST,0.21
2018-11-09 00:00:00-05:00,16.619363636233267,16.768692022846565,16.47881946947,16.601795196533203,4944500,0.0,0.0,HST,-0.11
2018-11-12 00:00:00-05:00,16.62814926223478,16.751124999697364,16.50517352477219,16.51395606994629,4062200,0.0,0.0,HST,-0.69
2018-11-13 00:00:00-05:00,16.59300693755458,16.786256376376578,16.531519088990567,16.549087524414062,5904500,0.0,0.0,HST,-0.26
2018-11-14 00:00:00-05:00,16.636930826986635,16.733553887246174,16.373409277524296,16.540306091308594,5739300,0.0,0.0,HST,-0.58
2018-11-15 00:00:00-05:00,16.390980517540847,16.77747785089673,16.2592205579978,16.733556747436523,7225600,0.0,0.0,HST,2.09
2018-11-16 00:00:00-05:00,16.707204000275,16.926804468179498,16.619363478029474,16.918020248413086,5576300,0.0,0.0,HST,1.26
2018-11-19 00:00:00-05:00,16.882885652634137,16.882885652634137,16.680853596939105,16.82139778137207,6701600,0.0,0.0,HST,-0.36
2018-11-20 00:00:00-05:00,16.759907282381278,16.970723525977565,16.645715778715253,16.847747802734375,6435900,0.0,0.0,HST,0.52
2018-11-21 00:00:00-05:00,16.865317580535322,16.988293313539437,16.724773406982422,16.724773406982422,3400400,0.0,0.0,HST,-0.83
2018-11-23 00:00:00-05:00,16.601796371178118,16.82139685671068,16.575445385182206,16.628149032592773,1251900,0.0,0.0,HST,0.16
2018-11-26 00:00:00-05:00,16.795041232772316,16.92680115262267,16.724769163824245,16.838960647583008,4260200,0.0,0.0,HST,0.26
2018-11-27 00:00:00-05:00,16.82139778137207,16.95315774485062,16.72477470171118,16.82139778137207,4606500,0.0,0.0,HST,0.0
2018-11-28 00:00:00-05:00,16.803825746903954,16.87409782409668,16.540305876285856,16.87409782409668,5678800,0.0,0.0,HST,0.42
2018-11-29 00:00:00-05:00,16.82139557140994,17.05856447976384,16.733555048824943,16.953155517578125,5847600,0.0,0.0,HST,0.78
2018-11-30 00:00:00-05:00,16.988293012836948,16.988293012836948,16.487604193989874,16.68963623046875,8227000,0.0,0.0,HST,-1.76
2018-12-03 00:00:00-05:00,16.838965323996735,17.005862162379827,16.619364838120628,16.99707794189453,4006200,0.0,0.0,HST,0.94
2018-12-04 00:00:00-05:00,16.97950737138848,17.005860029539264,16.43489749753535,16.443681716918945,5512300,0.0,0.0,HST,-3.16
2018-12-06 00:00:00-05:00,16.311919687241414,16.575441208733253,15.951775115745724,16.557872772216797,8970800,0.0,0.0,HST,1.51
2018-12-07 00:00:00-05:00,16.52274131922281,16.566662424921606,16.153812408447266,16.153812408447266,6344300,0.0,0.0,HST,-2.23
2018-12-10 00:00:00-05:00,16.171377777332417,16.197730435743335,15.740961075798761,15.907857894897461,5928200,0.0,0.0,HST,-1.63
2018-12-11 00:00:00-05:00,16.065969666759777,16.180161163153162,15.776095465430526,15.784879684448242,4566600,0.0,0.0,HST,-1.75
2018-12-12 00:00:00-05:00,15.907856631437639,16.030832343417632,15.679471969604492,15.679471969604492,6668000,0.0,0.0,HST,-1.44
2018-12-13 00:00:00-05:00,15.688254933521662,15.793662199525192,15.50378970488806,15.617982864379883,6183600,0.0,0.0,HST,-0.45
2018-12-14 00:00:00-05:00,15.574061774029841,15.855150050596963,15.495005486818053,15.617982864379883,6096500,0.0,0.0,HST,0.28
2018-12-17 00:00:00-05:00,15.617985358236979,15.749745299489767,15.161215998169999,15.213919639587402,6524500,0.0,0.0,HST,-2.59
2018-12-18 00:00:00-05:00,15.433520465972723,15.661905151419672,15.25784109861102,15.451088905334473,7459300,0.0,0.0,HST,0.11
2018-12-19 00:00:00-05:00,15.442304767846402,15.837586278496687,15.099728575561887,15.126079559326172,8105100,0.0,0.0,HST,-2.05
2018-12-20 00:00:00-05:00,14.932831484367478,15.047022987946116,14.344302176496253,14.511198997497559,9119300,0.0,0.0,HST,-2.82
2018-12-21 00:00:00-05:00,14.634174870844435,14.862559555764308,14.423358625245765,14.528767585754395,13773500,0.0,0.0,HST,-0.72
2018-12-24 00:00:00-05:00,14.458494710508258,14.528768472080113,14.001726150512695,14.001726150512695,3345600,0.0,0.0,HST,-3.16
2018-12-26 00:00:00-05:00,14.036860766932096,14.79228687286377,14.036860766932096,14.79228687286377,6894200,0.0,0.0,HST,5.38
2018-12-27 00:00:00-05:00,14.634174276234486,14.79228687286377,14.221326021472432,14.79228687286377,8030500,0.0,0.0,HST,1.08
2018-12-28 00:00:00-05:00,14.917116009514748,15.202440139898085,14.729872686700421,14.87253475189209,7185300,0.25,0.0,HST,-0.3
2018-12-31 00:00:00-05:00,14.934950844868483,14.934950844868483,14.605043719703653,14.863619804382324,5122300,0.0,0.0,HST,-0.48
2019-01-02 00:00:00-05:00,14.658542272608729,14.694206940078502,14.453464057159893,14.613959312438965,5120300,0.0,0.0,HST,-0.3
2019-01-03 00:00:00-05:00,14.524795001741179,14.810119108967667,14.506961819873066,14.578292846679688,6563900,0.0,0.0,HST,0.37
2019-01-04 00:00:00-05:00,14.774453766616356,15.131108925305687,14.747705692630872,15.041946411132812,5968700,0.0,0.0,HST,1.81
2019-01-07 00:00:00-05:00,15.07761259971152,15.229191270049224,14.961700299178506,15.140027046203613,5555800,0.0,0.0,HST,0.41
2019-01-08 00:00:00-05:00,15.273770158961538,15.541262788945192,15.238105495363229,15.51451301574707,7861400,0.0,0.0,HST,1.58
2019-01-09 00:00:00-05:00,15.559096393232442,15.594761057798419,15.273770573375142,15.568011283874512,7094800,0.0,0.0,HST,0.06
2019-01-10 00:00:00-05:00,15.568012834384346,15.92466971956105,15.469933721560214,15.764174461364746,5978300,0.0,0.0,HST,1.26
2019-01-11 00:00:00-05:00,15.728505660959813,15.82658645928676,15.59476020002858,15.817669868469238,6726900,0.0,0.0,HST,0.57
2019-01-14 00:00:00-05:00,15.73742129508589,15.755254475636841,15.523428230471577,15.603675842285156,6773600,0.0,0.0,HST,-0.85
2019-01-15 00:00:00-05:00,15.639344014338262,15.746339708702088,15.425349224278811,15.568011283874512,6967000,0.0,0.0,HST,-0.46
2019-01-16 00:00:00-05:00,15.550180065022346,15.79092123174707,15.487765625476456,15.57692813873291,7218700,0.0,0.0,HST,0.17
2019-01-17 00:00:00-05:00,15.523431860224715,15.63934586024369,15.345103414349108,15.6304292678833,6534200,0.0,0.0,HST,0.69
2019-01-18 00:00:00-05:00,15.675011222562484,15.808756712553729,15.478851283953068,15.621513366699219,7070300,0.0,0.0,HST,-0.34
2019-01-22 00:00:00-05:00,15.585844585398183,15.639344133654156,15.238106025063928,15.389684677124023,5256400,0.0,0.0,HST,-1.26
2019-01-23 00:00:00-05:00,15.407517503742337,15.487765123605515,15.05086065961004,15.202439308166504,7587000,0.0,0.0,HST,-1.33
2019-01-24 00:00:00-05:00,15.157859613153317,15.398602497522074,15.068695392942734,15.327271461486816,10124700,0.0,0.0,HST,1.12
2019-01-25 00:00:00-05:00,15.478848610315309,15.648258741398054,15.389684398833618,15.59476089477539,6828900,0.0,0.0,HST,0.75
2019-01-28 00:00:00-05:00,15.487766905952261,15.862255274854947,15.461017129364189,15.764174461364746,7149800,0.0,0.0,HST,1.78
2019-01-29 00:00:00-05:00,15.755257053144842,16.049497777709544,15.755257053144842,15.951416969299316,7193900,0.0,0.0,HST,1.25
2019-01-30 00:00:00-05:00,15.960333372359207,16.29024045996073,15.960333372359207,16.19215965270996,9024200,0.0,0.0,HST,1.45
2019-01-31 00:00:00-05:00,16.165409357550068,16.272406752985987,16.022747297412778,16.102994918823242,11906300,0.0,0.0,HST,-0.39
2019-02-01 00:00:00-05:00,16.138662876466935,16.17432754468706,15.692843469385894,16.08516502380371,6083300,0.0,0.0,HST,-0.33
2019-02-04 00:00:00-05:00,16.013828814311182,16.245655059814453,15.915749722469354,16.245655059814453,4794500,0.0,0.0,HST,1.45
2019-02-05 00:00:00-05:00,16.254574077137136,16.370488067529195,16.218909411323704,16.334821701049805,8436800,0.0,0.0,HST,0.49
2019-02-06 00:00:00-05:00,16.325904323545082,16.35265409711696,16.201075448208055,16.236740112304688,4229600,0.0,0.0,HST,-0.55
2019-02-07 00:00:00-05:00,16.138662589384765,16.254574884870863,16.076248145610247,16.218910217285156,5872800,0.0,0.0,HST,0.5
2019-02-08 00:00:00-05:00,16.076246586985654,16.19215887123382,15.8979181643483,16.022747039794922,6581100,0.0,0.0,HST,-0.33
2019-02-11 00:00:00-05:00,16.076247817947316,16.147578852330916,15.951417232276514,15.960333824157715,9649600,0.0,0.0,HST,-0.72
2019-02-12 00:00:00-05:00,16.129744698783508,16.129744698783508,15.906835017153737,16.03166389465332,10732300,0.0,0.0,HST,-0.61
2019-02-13 00:00:00-05:00,16.111913048874015,16.432903565170886,16.049498604186528,16.3704891204834,10376400,0.0,0.0,HST,1.6
2019-02-14 00:00:00-05:00,16.34373500624245,16.450732383499442,16.227822739824195,16.352651596069336,5461700,0.0,0.0,HST,0.05
2019-02-15 00:00:00-05:00,16.486398433025325,16.655810252697407,16.450733771374537,16.62014389038086,9716200,0.0,0.0,HST,0.81
2019-02-19 00:00:00-05:00,16.629065386563468,16.72714621120223,16.486403296543234,16.513153076171875,9573300,0.0,0.0,HST,-0.7
2019-02-20 00:00:00-05:00,16.843055584559284,17.699029676085125,16.504233605010405,17.54745101928711,19771800,0.0,0.0,HST,4.18
2019-02-21 00:00:00-05:00,17.556366490493,17.83277401148457,17.485035462473697,17.645530700683594,10887800,0.0,0.0,HST,0.51
2019-02-22 00:00:00-05:00,17.734693772380272,18.135931880623865,17.734693772380272,17.957603454589844,9184800,0.0,0.0,HST,1.26
2019-02-25 00:00:00-05:00,18.064604239451825,18.14485187615584,17.63661797747458,17.654449462890625,8389200,0.0,0.0,HST,-2.27
2019-02-26 00:00:00-05:00,17.69902828462913,17.930854547427867,17.556366230701574,17.565282821655273,7868800,0.0,0.0,HST,-0.76
2019-02-27 00:00:00-05:00,17.46720096695301,17.592029831434512,17.29778915039545,17.386953353881836,6602300,0.0,0.0,HST,-0.46
2019-02-28 00:00:00-05:00,17.41370391672839,17.600947221962443,17.404787325907844,17.485034942626953,9641100,0.0,0.0,HST,0.41
2019-03-01 00:00:00-05:00,17.574199698225428,17.60094947410986,17.199713039839498,17.431537628173828,6661700,0.0,0.0,HST,-0.81
2019-03-04 00:00:00-05:00,17.520703968606014,17.654449462890625,17.378041881280264,17.654449462890625,5504600,0.0,0.0,HST,0.76
2019-03-05 00:00:00-05:00,17.65445050804819,17.761447930209947,17.51178841227673,17.69011688232422,4520900,0.0,0.0,HST,0.2
2019-03-06 00:00:00-05:00,17.69902887321867,17.814941158139842,17.556366814546816,17.592031478881836,4011000,0.0,0.0,HST,-0.6
2019-03-07 00:00:00-05:00,17.618782412118517,17.618782412118517,17.244294058293487,17.279958724975586,5341400,0.0,0.0,HST,-1.92
2019-03-08 00:00:00-05:00,17.146217005250005,17.199716567993164,16.9678902314386,17.199716567993164,7098800,0.0,0.0,HST,0.31
2019-03-11 00:00:00-04:00,17.30670626736921,17.502866160474863,17.119462964950056,17.33345603942871,4663900,0.0,0.0,HST,0.15
2019-03-12 00:00:00-04:00,17.27995735772972,17.342373495650328,17.039216199842276,17.083797454833984,7536800,0.0,0.0,HST,-1.14
2019-03-13 00:00:00-04:00,17.164043423870872,17.315622057199214,17.05704604124734,17.09271240234375,4896000,0.0,0.0,HST,-0.42
2019-03-14 00:00:00-04:00,17.083795023429186,17.164042631525934,16.967882756548118,17.137292861938477,3928800,0.0,0.0,HST,0.31
2019-03-15 00:00:00-04:00,17.119463819360046,17.1907948477463,17.03029960871076,17.083797454833984,7254000,0.0,0.0,HST,-0.21
2019-03-18 00:00:00-04:00,17.15513145164762,17.23537908505099,16.98571959216649,17.11946678161621,3718300,0.0,0.0,HST,-0.21
2019-03-19 00:00:00-04:00,17.172963860146506,17.244294897648697,16.967887339910973,17.021385192871094,4267400,0.0,0.0,HST,-0.88
2019-03-20 00:00:00-04:00,17.00354898930966,17.288873088658466,16.90546819240884,17.048131942749023,7584000,0.0,0.0,HST,0.26
2019-03-21 00:00:00-04:00,16.985718288092016,17.25321094578862,16.896555769525847,17.07488250732422,7758100,0.0,0.0,HST,0.52
2019-03-22 00:00:00-04:00,17.030298554103993,17.074879806334998,16.539896276234174,16.762805938720703,6581400,0.0,0.0,HST,-1.57
2019-03-25 00:00:00-04:00,16.762807532470518,16.825223672460297,16.504233183747985,16.67364501953125,5983100,0.0,0.0,HST,-0.53
2019-03-26 00:00:00-04:00,16.816308672635557,17.021385192871094,16.736061042862335,17.021385192871094,6486200,0.0,0.0,HST,1.22
2019-03-27 00:00:00-04:00,17.01246835029547,17.083799386748165,16.762808872378006,16.941137313842773,8444400,0.0,0.0,HST,-0.42
2019-03-28 00:00:00-04:00,17.01322470111047,17.10333746783541,16.878056410402095,17.09432601928711,6256700,0.2,0.0,HST,0.48
2019-03-29 00:00:00-04:00,17.148393287954107,17.220483151601904,16.986190665057084,17.031246185302734,6376100,0.0,0.0,HST,-0.68
2019-04-01 00:00:00-04:00,17.148395235716674,17.39169747893923,17.12136088924389,17.373676300048828,6406200,0.0,0.0,HST,1.31
2019-04-02 00:00:00-04:00,17.427743825565177,17.56291212468891,17.301586975550777,17.51785659790039,8707900,0.0,0.0,HST,0.52
2019-04-03 00:00:00-04:00,17.598960668988454,17.63500475229548,17.26554387491666,17.391700744628906,12362500,0.0,0.0,HST,-1.18
2019-04-04 00:00:00-04:00,17.3736758863564,17.418731410646746,17.202461800288543,17.346641540527344,4770500,0.0,0.0,HST,-0.16
2019-04-05 00:00:00-04:00,17.382687613195536,17.454777484468817,17.33763036942592,17.418731689453125,3975500,0.0,0.0,HST,0.21
2019-04-08 00:00:00-04:00,17.3916941811682,17.49982982779679,17.337627217232807,17.472795486450195,4844000,0.0,0.0,HST,0.47
2019-04-09 00:00:00-04:00,17.4457681465764,17.46378932750662,17.04026149737585,17.07630729675293,4375000,0.0,0.0,HST,-2.12
2019-04-10 00:00:00-04:00,17.12135943786175,17.301584961552955,17.11234798980139,17.265539169311523,8473900,0.0,0.0,HST,0.84
2019-04-11 00:00:00-04:00,17.328620367376583,17.364666165401612,17.0312494087031,17.18444061279297,4255600,0.0,0.0,HST,-0.83
2019-04-12 00:00:00-04:00,17.247516912608383,17.337629677794737,17.02223585902151,17.31960678100586,4817700,0.0,0.0,HST,0.42
2019-04-15 00:00:00-04:00,17.31960520389503,17.36466244176435,17.031245756562924,17.139381408691406,5776100,0.0,0.0,HST,-1.04
2019-04-16 00:00:00-04:00,17.16641630388116,17.202462098945706,16.986192484832777,17.121360778808594,5528800,0.0,0.0,HST,-0.26
2019-04-17 00:00:00-04:00,17.247518579508174,17.247518579508174,16.905092101215594,16.95014762878418,3678400,0.0,0.0,HST,-1.72
2019-04-18 00:00:00-04:00,16.932123697010717,17.12135894455196,16.878055010206428,17.031246185302734,5204600,0.0,0.0,HST,0.59
2019-04-22 00:00:00-04:00,16.96817116971896,16.96817116971896,16.67981165734322,16.84201431274414,4459200,0.0,0.0,HST,-0.74
2019-04-23 00:00:00-04:00,16.88706799224918,17.13938339731906,16.814978122051798,17.049270629882812,5829500,0.0,0.0,HST,0.96
2019-04-24 00:00:00-04:00,17.12136282721596,17.20246415705607,17.022238597687313,17.07630729675293,6242700,0.0,0.0,HST,-0.26
2019-04-25 00:00:00-04:00,16.968167769455654,17.157404735754824,16.77893252191441,17.031246185302734,8154900,0.0,0.0,HST,0.37
2019-04-26 00:00:00-04:00,17.08531329084763,17.328617227151216,17.040257770239382,17.28356170654297,5655300,0.0,0.0,HST,1.16
2019-04-29 00:00:00-04:00,17.30158637566334,17.60796875972516,17.29257492686645,17.3286190032959,9877300,0.0,0.0,HST,0.16
2019-04-30 00:00:00-04:00,17.310593069240113,17.382684646969608,17.175424798512935,17.337627410888672,7415600,0.0,0.0,HST,0.16
2019-05-01 00:00:00-04:00,17.409718132578,17.671044958523716,17.391695237252524,17.553897857666016,15027800,0.0,0.0,HST,0.83
2019-05-02 00:00:00-04:00,17.571926018229778,18.01347677346249,17.53588021677809,17.662038803100586,10758000,0.0,0.0,HST,0.51
2019-05-03 00:00:00-04:00,17.725113342525383,17.941382947444016,17.6620349226022,17.914348602294922,6314600,0.0,0.0,HST,1.07
2019-05-06 00:00:00-04:00,17.689067548993258,17.941382947444016,17.571922157529926,17.914348602294922,9966700,0.0,0.0,HST,1.27
2019-05-07 00:00:00-04:00,17.7431393297261,17.851273291640776,17.30158859459812,17.445768356323242,8058600,0.0,0.0,HST,-1.68
2019-05-08 00:00:00-04:00,17.463788672453937,17.535878549745743,17.166417713780454,17.18444061279297,8126300,0.0,0.0,HST,-1.6
2019-05-09 00:00:00-04:00,17.040258330811138,17.328617797209105,17.040258330811138,17.13037109375,10631900,0.0,0.0,HST,0.53
2019-05-10 00:00:00-04:00,17.013227399192175,17.31960982339049,16.896081987002624,17.310598373413086,4974300,0.0,0.0,HST,1.75
2019-05-13 00:00:00-04:00,16.99520260284857,17.11234799011945,16.823988527214535,16.968168258666992,6669400,0.0,0.0,HST,-0.16
2019-05-14 00:00:00-04:00,16.986189823724356,17.30158360609611,16.959155481661234,17.112346649169922,4804800,0.0,0.0,HST,0.74
2019-05-15 00:00:00-04:00,17.022236670935143,17.490821697247977,17.022236670935143,17.373676300048828,4250900,0.0,0.0,HST,2.06
2019-05-16 00:00:00-04:00,17.373675034146583,17.544887393058087,17.373675034146583,17.42774200439453,3813500,0.0,0.0,HST,0.31
2019-05-17 00:00:00-04:00,17.274550258669734,17.445764330745362,17.229494738061486,17.28356170654297,4522900,0.0,0.0,HST,0.05
2019-05-20 00:00:00-04:00,17.247517207092088,17.29257444983359,16.968169177127034,17.09432601928711,2746000,0.0,0.0,HST,-0.89
2019-05-21 00:00:00-04:00,17.202460394441776,17.328617227151216,17.08531329084763,17.28356170654297,5289600,0.0,0.0,HST,0.47
2019-05-22 00:00:00-04:00,17.265541988915647,17.30158778704365,17.16641776282189,17.2294979095459,2742300,0.0,0.0,HST,-0.21
2019-05-23 00:00:00-04:00,17.058283261570548,17.283564336406382,16.941136140151322,17.24751853942871,6009500,0.0,0.0,HST,1.11
2019-05-24 00:00:00-04:00,17.37367475151087,17.508843034310814,17.24751619797401,17.35565185546875,4135200,0.0,0.0,HST,-0.1
2019-05-28 00:00:00-04:00,17.409722669464205,17.427745569486362,17.013227462768555,17.013227462768555,6955800,0.0,0.0,HST,-2.28
2019-05-29 00:00:00-04:00,16.941138061228713,16.977183862293874,16.607722995167943,16.742891311645508,5463800,0.0,0.0,HST,-1.17
